% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=576712, Mon Jul 14 00:41:31 2025
1 16 0.4959942725579957 1.0009751097308874 0.99904113367871 1
2 32 0.49320937325037884 1.0010168741442278 0.9988738825688533 1
3 48 0.5045517198993705 1.0011603756292264 0.9987237579545267 1
4 64 0.5068476260421021 1.0013116363308556 0.9986071154668542 1
5 80 0.508460973639688 1.0015561713383447 0.9984185828207918 1
6 96 0.5095933715789265 1.0022439100607574 0.9979017115803225 1
7 112 0.4969514533301189 1.0025455466817015 0.9977038005803202 1
8 128 0.47543482929094294 1.0027625961816276 0.9975997439041775 1
9 144 0.4715367868260024 1.0028644045983885 0.9974274493799156 1
10 160 0.465071200859513 1.0028176606481038 0.9972438806011519 1
11 176 0.46059811269245376 1.0030332932977661 0.997246153300618 1
12 192 0.46118735574441977 1.0029333191447674 0.9973976469482705 1
13 208 0.45637907682304346 1.0030249833373102 0.9973641463068572 1
14 224 0.46688556946454923 1.00311515624942 0.997210797484074 1
15 240 0.47438370068512586 1.0033847940692369 0.9972327109702799 1
16 256 0.4730669708031415 1.0037406402461306 0.9970618212456065 1
17 272 0.4721474350959364 1.0040315254762773 0.9968710930395427 1
18 288 0.46157643010870564 1.004226366803048 0.9967858727017074 1
19 304 0.4434858707948872 1.004356765379369 0.9964003291411759 1
20 320 0.43124602287886726 1.0045889993155646 0.9964197854117743 1
21 336 0.4353236378853087 1.004900101587783 0.9963206059180628 1
22 352 0.4382008873399703 1.0049924079627826 0.9962118724336536 1
23 368 0.4402262696308007 1.0050299307550745 0.996061244760119 1
24 384 0.45359050336855644 1.0053852327091926 0.9958708108298475 1
25 400 0.46318613677745263 1.0055878350209295 0.9959424955917178 1
26 416 0.48330464170986565 1.0058508928256147 0.9958337779511853 1
27 432 0.4842230527940312 1.0060360259473065 0.9957157251137476 1
28 448 0.4848669787690196 1.0062568317782499 0.9956665465425896 1
29 464 0.4798287630999998 1.0066793929892628 0.9953815043773929 1
30 480 0.4865790018640478 1.0067726623316602 0.99530706131178 1
