% # columns="iter, evals, sigma, 0, fitness, xbest" seed=1752487760, Mon Jul 14 03:09:45 2025, <python>{}</python>
1 4 0.4663908570671235 0 2.0 0.2845942166478269 0.031211412801336026 0.24396534948469284 -0.9945290868370911 0.5660510971795483 -0.09067094461136442 0.630361475866528 0.025413335210429436 -0.9231206762535585 0.3848648326900383 0.48384946681023 -0.43309987211545437 -1.2664346258889327 0.6566906161918592 -1.0278364198494694 0.03403970704783399 0.3676293756043307 -0.29402569333572887 0.6760390179720308 0.40098887803046973 0.3024104886718378 0.281602132177591
2 8 0.4364999880925108 0 1.418461561203003 0.22876955641395866 0.285877342744075 0.277008433244452 -0.5983449033660493 0.7702505507353191 0.1951548817625464 0.6960369010344549 0.058017155174863735 -0.6238223389470071 0.10359535215098159 -0.12171344455926258 -0.34641212621072537 -1.6110674949456838 1.1192469231844995 -0.44832221156588015 0.14586042622011997 0.06207229381412582 0.33964441119859623 0.3840668019404594 0.29087166062536246 -0.03048998874588177 0.009563649496214965
3 12 0.4114138781461166 0 2.0 0.5986970670501945 0.16459618875239723 0.6646449650949682 -1.0328887123659432 1.028425456184284 0.40288593631033154 0.39060598050178813 0.09083351290910306 -0.46188601975688826 -0.04859946722695163 0.691304942407895 0.22452876218203738 -0.9866813058197687 1.464328413599632 -0.5125021245419453 -0.31416916453006133 0.25745626913952774 -0.07387178984760917 0.6192281865571612 0.239872908482546 0.1462979966787447 -0.5788965121383215
4 16 0.4069601948248282 0 2.0 1.2622101947561963 0.5498467805970473 1.0384190945775296 -1.6131158181436271 1.2404544477741717 0.712980662242285 0.4419063780511 0.24024128985212695 -1.0310449682273264 0.5165494429061427 0.8208151866908441 0.3286331274831732 -1.2173763451859974 1.375676187160433 -0.8157518658819716 0.007898396520242101 -0.6371929121210914 -0.19632250843562127 1.3092126046767367 1.2027721457133762 0.08813912587973721 0.4563356833470663
5 20 0.41157661253033717 0 0.9372949600219727 1.6722749810324404 0.31287165940083955 1.1317788553914916 -1.5148992859389105 1.4202539772551082 1.123553543994688 0.06616961229438673 -1.197141063784554 -0.524597493938381 0.8889590796427997 0.4096010490686444 0.890347273904939 -0.9045594049186612 1.6525660602120285 -0.4670568230926884 0.3474543097999952 0.3584402417668179 -0.26624556827802826 1.5590614437537338 1.8941116454138838 0.4962602668755117 -0.09073526857711953
6 24 0.4183580808098298 0 1.8457143306732178 1.8181057251261967 0.770015139817156 1.8073568014911272 -1.432815611620716 1.1638153027313412 1.690805703090394 0.23432717562300073 -0.9507757470595286 -0.783428718146571 0.4775016256882262 0.7170247722965184 1.160874530691677 -0.8967657555058379 1.5540494599124073 -0.3520768742788494 0.2801312195976597 0.41375728713119597 -0.8095019027643888 1.4663623937100259 1.5486779456213626 -0.007253311546457197 -0.05774050624798074
7 28 0.43562975919813607 0 2.0 2.335851694351031 0.7633420777798147 1.6041660458526312 -1.6009338000290823 1.749644379907509 2.029170217373787 -0.23075357908804134 -0.7228689130775072 -1.2998129526371915 0.7259380862845326 1.4735555938172946 1.2859587424801213 -1.1650639686092699 2.207328285963473 -0.6044105858416453 0.7254240946163337 -0.2069588261730188 -0.7893287314812284 1.4867458807681075 1.2514811419888487 0.11644927786081971 -0.18389536636002926
8 32 0.45445911194230265 0 2.0 2.8221965913656333 0.6801602659164092 2.189050852636149 -1.7685640487706498 1.8215580645700487 1.4840673339748922 0.0670805494164613 -0.9940664041003666 -0.26033248981553436 0.8417884654400886 1.9196038933800201 0.8261941819409009 -0.7275803105079275 1.9906759132623595 -1.5925876395190564 0.5103164301416914 -0.3440219898379575 -1.320053273201547 1.8629452157548465 1.9790533534649586 0.3570210206305454 0.22060663271002506
9 36 0.47404756402611403 0 2.0 2.691502093690215 0.5853885690377268 2.1913576699234554 -1.8142917717827685 2.241672989925081 1.6613465799371485 0.08627827664404536 -1.0078099763040773 -1.5177320550466147 1.4326561975418548 2.0561665036062418 1.1866595141180296 -0.6290204939822752 1.5612888759561199 -1.2337706067554026 0.3840833659150076 -0.23720121837131347 -0.8351719433526407 1.1666964997785607 2.1079320871225176 0.8193695506297292 0.3807368502383809
10 40 0.4836751923590906 0 2.0 2.280887508986176 0.9193681682328809 2.1563466634553716 -2.311922590708824 2.6587687503230586 1.9590172680426183 0.2441470420864383 -0.5681698454857872 -1.569507004521754 1.5379610259603753 1.7810103991059187 0.01905646271112682 -0.5453251684333053 1.5711259023258635 -1.6989204198530026 0.29627625255804657 -0.1725577107400337 -0.7241199057651102 1.7592289338751088 1.9501170138401265 0.7203318728879574 0.21837863812363778
